city,term,url
Norwalk,legal services,"https://www.google.com/maps/search/norwalk+california+legal+services/@33.9069,-118.0829,12z/"
San Mateo,legal services,"https://www.google.com/maps/search/san+mateo+california+legal+services/@37.5522,-122.3121,12z/"
Rialto,legal services,"https://www.google.com/maps/search/rialto+california+legal+services/@34.1175,-117.3892,12z/"
Burbank,legal services,"https://www.google.com/maps/search/burbank+california+legal+services/@34.1879,-118.3235,12z/"
El Cajon,legal services,"https://www.google.com/maps/search/el+cajon+california+legal+services/@32.8017,-116.9604,12z/"
Charlottesville,legal services,"https://www.google.com/maps/search/charlottesville+virginia+legal+services/@38.0375,-78.4855,12z/"
Renton,legal services,"https://www.google.com/maps/search/renton+washington+legal+services/@47.4784,-122.1918,12z/"
Vista,legal services,"https://www.google.com/maps/search/vista+california+legal+services/@33.1896,-117.2386,12z/"
Miami,law firms,"https://www.google.com/maps/search/miami+florida+law+firms/@25.784,-80.2101,12z/"
Philadelphia,law firms,"https://www.google.com/maps/search/philadelphia+pennsylvania+law+firms/@40.0077,-75.1339,12z/"
Washington,law firms,"https://www.google.com/maps/search/washington+district+of+columbia+law+firms/@38.9047,-77.0163,12z/"
Boston,law firms,"https://www.google.com/maps/search/boston+massachusetts+law+firms/@42.3188,-71.0852,12z/"
Detroit,law firms,"https://www.google.com/maps/search/detroit+michigan+law+firms/@42.3834,-83.1024,12z/"
San Francisco,law firms,"https://www.google.com/maps/search/san+francisco+california+law+firms/@37.7558,-122.4449,12z/"
Seattle,law firms,"https://www.google.com/maps/search/seattle+washington+law+firms/@47.6211,-122.3244,12z/"
San Diego,law firms,"https://www.google.com/maps/search/san+diego+california+law+firms/@32.8313,-117.1222,12z/"
Minneapolis,law firms,"https://www.google.com/maps/search/minneapolis+minnesota+law+firms/@44.9635,-93.2678,12z/"
Brooklyn,law firms,"https://www.google.com/maps/search/brooklyn+new+york+law+firms/@40.6501,-73.9496,12z/"
Denver,law firms,"https://www.google.com/maps/search/denver+colorado+law+firms/@39.762,-104.8758,12z/"
Queens,law firms,"https://www.google.com/maps/search/queens+new+york+law+firms/@40.7498,-73.7976,12z/"
Baltimore,law firms,"https://www.google.com/maps/search/baltimore+maryland+law+firms/@39.3051,-76.6144,12z/"
Las Vegas,law firms,"https://www.google.com/maps/search/las+vegas+nevada+law+firms/@36.2333,-115.2654,12z/"
St. Louis,law firms,"https://www.google.com/maps/search/st.+louis+missouri+law+firms/@38.6359,-90.2451,12z/"
Portland,law firms,"https://www.google.com/maps/search/portland+oregon+law+firms/@45.5371,-122.65,12z/"
Sacramento,law firms,"https://www.google.com/maps/search/sacramento+california+law+firms/@38.5677,-121.4685,12z/"
San Juan,law firms,"https://www.google.com/maps/search/san+juan+puerto+rico+law+firms/@18.3985,-66.061,12z/"
San Jose,law firms,"https://www.google.com/maps/search/san+jose+california+law+firms/@37.3012,-121.848,12z/"
Cleveland,law firms,"https://www.google.com/maps/search/cleveland+ohio+law+firms/@41.4764,-81.6805,12z/"
Pittsburgh,law firms,"https://www.google.com/maps/search/pittsburgh+pennsylvania+law+firms/@40.4397,-79.9763,12z/"
Manhattan,law firms,"https://www.google.com/maps/search/manhattan+new+york+law+firms/@40.7834,-73.9662,12z/"
Bronx,law firms,"https://www.google.com/maps/search/bronx+new+york+law+firms/@40.8501,-73.8662,12z/"
Milwaukee,law firms,"https://www.google.com/maps/search/milwaukee+wisconsin+law+firms/@43.0642,-87.9675,12z/"
Providence,law firms,"https://www.google.com/maps/search/providence+rhode+island+law+firms/@41.823,-71.4187,12z/"
Bridgeport,law firms,"https://www.google.com/maps/search/bridgeport+connecticut+law+firms/@41.1918,-73.1954,12z/"
Buffalo,law firms,"https://www.google.com/maps/search/buffalo+new+york+law+firms/@42.9018,-78.8487,12z/"
Hartford,law firms,"https://www.google.com/maps/search/hartford+connecticut+law+firms/@41.7661,-72.6834,12z/"
Honolulu,law firms,"https://www.google.com/maps/search/honolulu+hawaii+law+firms/@21.3294,-157.846,12z/"
Rochester,law firms,"https://www.google.com/maps/search/rochester+new+york+law+firms/@43.168,-77.6162,12z/"
Fresno,law firms,"https://www.google.com/maps/search/fresno+california+law+firms/@36.783,-119.7939,12z/"
Allentown,law firms,"https://www.google.com/maps/search/allentown+pennsylvania+law+firms/@40.5961,-75.4756,12z/"
Springfield,law firms,"https://www.google.com/maps/search/springfield+massachusetts+law+firms/@42.1155,-72.5395,12z/"
Grand Rapids,law firms,"https://www.google.com/maps/search/grand+rapids+michigan+law+firms/@42.9619,-85.6562,12z/"
Mission Viejo,law firms,"https://www.google.com/maps/search/mission+viejo+california+law+firms/@33.6096,-117.6551,12z/"
Albany,law firms,"https://www.google.com/maps/search/albany+new+york+law+firms/@42.6664,-73.7987,12z/"
New Haven,law firms,"https://www.google.com/maps/search/new+haven+connecticut+law+firms/@41.3113,-72.9246,12z/"
Worcester,law firms,"https://www.google.com/maps/search/worcester+massachusetts+law+firms/@42.2705,-71.8079,12z/"
Staten Island,law firms,"https://www.google.com/maps/search/staten+island+new+york+law+firms/@40.5834,-74.1496,12z/"
Harrisburg,law firms,"https://www.google.com/maps/search/harrisburg+pennsylvania+law+firms/@40.2752,-76.8843,12z/"
Long Beach,law firms,"https://www.google.com/maps/search/long+beach+california+law+firms/@33.7977,-118.167,12z/"
Lancaster,law firms,"https://www.google.com/maps/search/lancaster+pennsylvania+law+firms/@40.042,-76.3012,12z/"
Poughkeepsie,law firms,"https://www.google.com/maps/search/poughkeepsie+new+york+law+firms/@41.695,-73.9211,12z/"
Oakland,law firms,"https://www.google.com/maps/search/oakland+california+law+firms/@37.7904,-122.2166,12z/"
Syracuse,law firms,"https://www.google.com/maps/search/syracuse+new+york+law+firms/@43.0407,-76.1437,12z/"
Stockton,law firms,"https://www.google.com/maps/search/stockton+california+law+firms/@37.9765,-121.3109,12z/"
Oxnard,law firms,"https://www.google.com/maps/search/oxnard+california+law+firms/@34.1964,-119.1815,12z/"
Modesto,law firms,"https://www.google.com/maps/search/modesto+california+law+firms/@37.6375,-121.0028,12z/"
Anaheim,law firms,"https://www.google.com/maps/search/anaheim+california+law+firms/@33.839,-117.8574,12z/"
Santa Ana,law firms,"https://www.google.com/maps/search/santa+ana+california+law+firms/@33.7367,-117.8819,12z/"
Ann Arbor,law firms,"https://www.google.com/maps/search/ann+arbor+michigan+law+firms/@42.2759,-83.731,12z/"
St. Paul,law firms,"https://www.google.com/maps/search/st.+paul+minnesota+law+firms/@44.9478,-93.1039,12z/"
Trenton,law firms,"https://www.google.com/maps/search/trenton+new+jersey+law+firms/@40.2237,-74.7641,12z/"
Round Lake Beach,law firms,"https://www.google.com/maps/search/round+lake+beach+illinois+law+firms/@42.3791,-88.0811,12z/"
Newark,law firms,"https://www.google.com/maps/search/newark+new+jersey+law+firms/@40.7245,-74.1725,12z/"
Reading,law firms,"https://www.google.com/maps/search/reading+pennsylvania+law+firms/@40.34,-75.9267,12z/"
Chula Vista,law firms,"https://www.google.com/maps/search/chula+vista+california+law+firms/@32.6281,-117.0144,12z/"
Jersey City,law firms,"https://www.google.com/maps/search/jersey+city+new+jersey+law+firms/@40.7184,-74.0686,12z/"
Aguadilla,law firms,"https://www.google.com/maps/search/aguadilla+puerto+rico+law+firms/@18.4382,-67.1537,12z/"
Norfolk,law firms,"https://www.google.com/maps/search/norfolk+virginia+law+firms/@36.8945,-76.259,12z/"
York,law firms,"https://www.google.com/maps/search/york+pennsylvania+law+firms/@39.9651,-76.7315,12z/"
Arlington,law firms,"https://www.google.com/maps/search/arlington+virginia+law+firms/@38.8786,-77.1011,12z/"
Hialeah,law firms,"https://www.google.com/maps/search/hialeah+florida+law+firms/@25.8696,-80.3045,12z/"
Spring Valley,law firms,"https://www.google.com/maps/search/spring+valley+nevada+law+firms/@36.0952,-115.2636,12z/"
Tacoma,law firms,"https://www.google.com/maps/search/tacoma+washington+law+firms/@47.2431,-122.4531,12z/"
Fontana,law firms,"https://www.google.com/maps/search/fontana+california+law+firms/@34.0968,-117.4599,12z/"
Santa Barbara,law firms,"https://www.google.com/maps/search/santa+barbara+california+law+firms/@34.4285,-119.7202,12z/"
Yonkers,law firms,"https://www.google.com/maps/search/yonkers+new+york+law+firms/@40.9466,-73.8673,12z/"
Huntington Beach,law firms,"https://www.google.com/maps/search/huntington+beach+california+law+firms/@33.696,-118.0018,12z/"
Glendale,law firms,"https://www.google.com/maps/search/glendale+california+law+firms/@34.1819,-118.2468,12z/"
Aurora,law firms,"https://www.google.com/maps/search/aurora+illinois+law+firms/@41.7638,-88.2902,12z/"
Sunrise Manor,law firms,"https://www.google.com/maps/search/sunrise+manor+nevada+law+firms/@36.1783,-115.0487,12z/"
Paradise,law firms,"https://www.google.com/maps/search/paradise+nevada+law+firms/@36.0872,-115.1355,12z/"
Tempe,law firms,"https://www.google.com/maps/search/tempe+arizona+law+firms/@33.3881,-111.9319,12z/"
Salinas,law firms,"https://www.google.com/maps/search/salinas+california+law+firms/@36.6883,-121.6317,12z/"
Erie,law firms,"https://www.google.com/maps/search/erie+pennsylvania+law+firms/@42.1167,-80.0733,12z/"
Fort Lauderdale,law firms,"https://www.google.com/maps/search/fort+lauderdale+florida+law+firms/@26.1412,-80.1464,12z/"
Rancho Cucamonga,law firms,"https://www.google.com/maps/search/rancho+cucamonga+california+law+firms/@34.1247,-117.5667,12z/"
Garden Grove,law firms,"https://www.google.com/maps/search/garden+grove+california+law+firms/@33.7787,-117.9601,12z/"
Pembroke Pines,law firms,"https://www.google.com/maps/search/pembroke+pines+florida+law+firms/@26.0128,-80.3382,12z/"
Santa Cruz,law firms,"https://www.google.com/maps/search/santa+cruz+california+law+firms/@36.9789,-122.0346,12z/"
Alexandria,law firms,"https://www.google.com/maps/search/alexandria+virginia+law+firms/@38.8185,-77.0861,12z/"
Bayamón,law firms,"https://www.google.com/maps/search/bayamón+puerto+rico+law+firms/@18.3794,-66.1635,12z/"
Hollywood,law firms,"https://www.google.com/maps/search/hollywood+florida+law+firms/@26.0293,-80.1679,12z/"
Sunnyvale,law firms,"https://www.google.com/maps/search/sunnyvale+california+law+firms/@37.3836,-122.0255,12z/"
Pomona,law firms,"https://www.google.com/maps/search/pomona+california+law+firms/@34.0585,-117.7626,12z/"
New Bedford,law firms,"https://www.google.com/maps/search/new+bedford+massachusetts+law+firms/@41.6697,-70.9428,12z/"
Bellevue,law firms,"https://www.google.com/maps/search/bellevue+washington+law+firms/@47.5951,-122.1535,12z/"
Paterson,law firms,"https://www.google.com/maps/search/paterson+new+jersey+law+firms/@40.9147,-74.1624,12z/"
Torrance,law firms,"https://www.google.com/maps/search/torrance+california+law+firms/@33.8346,-118.3416,12z/"
Pasadena,law firms,"https://www.google.com/maps/search/pasadena+california+law+firms/@34.1597,-118.139,12z/"
Fullerton,law firms,"https://www.google.com/maps/search/fullerton+california+law+firms/@33.8841,-117.9279,12z/"
Miramar,law firms,"https://www.google.com/maps/search/miramar+florida+law+firms/@25.9773,-80.3351,12z/"
Orange,law firms,"https://www.google.com/maps/search/orange+california+law+firms/@33.8038,-117.8218,12z/"
Santa Maria,law firms,"https://www.google.com/maps/search/santa+maria+california+law+firms/@34.9333,-120.4431,12z/"
Metairie,law firms,"https://www.google.com/maps/search/metairie+louisiana+law+firms/@29.9977,-90.178,12z/"
Racine,law firms,"https://www.google.com/maps/search/racine+wisconsin+law+firms/@42.7274,-87.8135,12z/"
Carolina,law firms,"https://www.google.com/maps/search/carolina+puerto+rico+law+firms/@18.4054,-65.9792,12z/"
Coral Springs,law firms,"https://www.google.com/maps/search/coral+springs+florida+law+firms/@26.2702,-80.2591,12z/"
Elizabeth,law firms,"https://www.google.com/maps/search/elizabeth+new+jersey+law+firms/@40.6658,-74.1913,12z/"
Santa Clara,law firms,"https://www.google.com/maps/search/santa+clara+california+law+firms/@37.3646,-121.968,12z/"
Yuba City,law firms,"https://www.google.com/maps/search/yuba+city+california+law+firms/@39.1357,-121.6383,12z/"
Berkeley,law firms,"https://www.google.com/maps/search/berkeley+california+law+firms/@37.8722,-122.276,12z/"
East Los Angeles,law firms,"https://www.google.com/maps/search/east+los+angeles+california+law+firms/@34.0326,-118.1691,12z/"
Cambridge,law firms,"https://www.google.com/maps/search/cambridge+massachusetts+law+firms/@42.3759,-71.1185,12z/"
Clearwater,law firms,"https://www.google.com/maps/search/clearwater+florida+law+firms/@27.979,-82.7623,12z/"
Pottstown,law firms,"https://www.google.com/maps/search/pottstown+pennsylvania+law+firms/@40.2508,-75.6445,12z/"
El Monte,law firms,"https://www.google.com/maps/search/el+monte+california+law+firms/@34.0739,-118.0291,12z/"
Costa Mesa,law firms,"https://www.google.com/maps/search/costa+mesa+california+law+firms/@33.6667,-117.9135,12z/"
Clovis,law firms,"https://www.google.com/maps/search/clovis+california+law+firms/@36.8278,-119.683,12z/"
Lowell,law firms,"https://www.google.com/maps/search/lowell+massachusetts+law+firms/@42.6389,-71.3217,12z/"
Downey,law firms,"https://www.google.com/maps/search/downey+california+law+firms/@33.9379,-118.1311,12z/"
Pompano Beach,law firms,"https://www.google.com/maps/search/pompano+beach+florida+law+firms/@26.2428,-80.1312,12z/"
Miami Gardens,law firms,"https://www.google.com/maps/search/miami+gardens+florida+law+firms/@25.9433,-80.2426,12z/"
Gresham,law firms,"https://www.google.com/maps/search/gresham+oregon+law+firms/@45.5021,-122.4413,12z/"
Inglewood,law firms,"https://www.google.com/maps/search/inglewood+california+law+firms/@33.9566,-118.3444,12z/"
San Buenaventura,law firms,"https://www.google.com/maps/search/san+buenaventura+california+law+firms/@34.2741,-119.2314,12z/"
Daly City,law firms,"https://www.google.com/maps/search/daly+city+california+law+firms/@37.6862,-122.4685,12z/"
Highlands Ranch,law firms,"https://www.google.com/maps/search/highlands+ranch+colorado+law+firms/@39.5419,-104.9708,12z/"
Kailua,law firms,"https://www.google.com/maps/search/kailua+hawaii+law+firms/@21.392,-157.7396,12z/"
West Covina,law firms,"https://www.google.com/maps/search/west+covina+california+law+firms/@34.0555,-117.9113,12z/"
Turlock,law firms,"https://www.google.com/maps/search/turlock+california+law+firms/@37.5053,-120.8588,12z/"
Norwalk,law firms,"https://www.google.com/maps/search/norwalk+california+law+firms/@33.9069,-118.0829,12z/"
San Mateo,law firms,"https://www.google.com/maps/search/san+mateo+california+law+firms/@37.5522,-122.3121,12z/"
Rialto,law firms,"https://www.google.com/maps/search/rialto+california+law+firms/@34.1175,-117.3892,12z/"
